KEY,Q1A,Q1B,Q2,Q3A,Q3B,Q4,Q5,Q6,Q28,Q41,Q43
183301372,1,12,1,2000,2,1,1,nhân viên văn phòng,không có,,
183302014,2,66,2,2005,1,1,1,Học Sinh,không có,,
183303243,1,12,2,1985,3,2,1,may gia công,không có,,
183304861,3,25,1,2006,1,1,2,Học sinh,"chỗ ngồi chật nên giờ tan học đông không có chỗ ngồi, chỗ để xe chật",,
183305605,3,25,1,2007,1,1,3,học sinh,không có,vì tích điểm nhận quà là món nước có hương vị  tôi  thích,"chương trình có quà tặng thực tế, hay có chương trình mua 2 tặng 1 với các món nước"
183305946,1,3,2,1971,5,1,1,may mặc,không có,,
183305947,1,3,2,1964,5,1,1,nội trợ,nhân viên không vui vẻ,,
183305948,1,3,2,1974,4,2,1,thợ may,không có,,
183305949,1,1,2,1990,3,1,1,công nhân,không có,,
183305950,1,3,1,1997,2,1,2,thợ chụp hình,không có,,
183305951,1,3,1,2004,1,1,2,tự do,"nhân viên nên làm việc nhanh hơn,tươi vui hơn",luôn có các ưu đãi như giảm giá nhiều mặt hàng.mua 1 tặng 1 hay được tích điểm nhận ưu đãi về sau,tôi chỉ mua 1 cửa hàng nên cần tham gia khách hàng thân thiết để nhận ưu đãi nhiều
183305952,1,1,1,1996,2,1,1,nhân viên,không có,,
183305953,1,1,1,2003,2,1,1,nhân viên,không có,,
183305954,1,1,1,2000,2,1,2,thợ sửa xe,không có,,
183305955,1,1,1,1984,3,2,2,tự kinh doanh,không có,,
183306428,3,53,1,1993,3,2,3,lao động tự do,không có,,
183306429,3,54,1,1994,2,1,3,nhân viên văn phòng,không có,,
183306430,3,54,1,2005,1,1,2,học sinh,"không gian rộng hơn, trưng bày được nhiều sản phẩm hơn",,
183306702,3,25,1,2003,2,1,3,Sinh viên,nhiều bàn ghế để ngồi ăn tại chỗ hơn,,
183309442,3,25,2,2000,2,1,2,công nhân,không có,vì điểm tích trên mỗi lần mua hàng qui đổi ra tiền mặt giá trị ít,tích điểm trên hóa đơn giúp dễ dàng đạt được khuyến mại
183321602,2,66,1,2008,1,1,3,học sinh,không co,,
183321603,2,66,2,1990,3,1,4,nhan vien van phong,không co,duoc ap dung khuyen mai nhieu hon,"co nhieu mat hang thiet yeu hon, khuyen mai nhieu hin"
183323210,2,66,1,1981,4,2,4,kinhbdoanh,khpong có,,
183324882,3,54,2,2001,2,1,2,kinh doanh quần áo,không có,,
183328396,2,66,2,1987,3,2,3,buôn ban,khong co,,
183328446,2,66,2,2004,1,1,3,sinh viên,có thêm nhiều mặt hàng về đồ ăn và thức uống hơn,,
183328447,2,66,2,2004,1,1,3,sinh viên,nhân viên thao tác thanh toán nhanh hơn hoặc có hệ thống thanh toán tự động bằng mã QR,vì sẽ được tích điểm nhiều hơn và nhận nhiều chương trình khuyến mãi giảm giá hơn,"nhận được nhiều chương trình khuyến mãi thường xuyên, nhận được số điểm tương đương với số tiền bỏ ra"
183328448,2,66,1,1980,4,2,4,bác sĩ,có thêm nhiều chương trình khuyến mãi và giao hàng tận nhà,,
183328449,2,66,2,1983,4,2,4,nội trợ,có thêm nhân viên hoặc quầy tính tiền để thanh toán nhanh hơn,,
183328450,2,66,2,2003,2,1,3,sinh viên,không có,,
183328451,2,66,2,1995,2,2,3,giáo viên,không có,,
183328452,2,66,1,2001,2,1,3,sinh viên,có chỗ sạc pin,,
183328453,2,66,1,1985,3,2,3,công nhân,nhân viên thanh toán nhanh hơn hoặc có hệ thống thanh toán tự động,,
183329775,4,56,2,1967,5,2,3,Buôn bán,nhiều mặt hàng đa dạng hơn  có nhiều chương trình khuyến mãi như tặng quà cho khách hàng mua thường xuyên vào cuối năm,,
183330298,2,66,1,1993,3,2,3,tài xế,có chỗ ngồi lại vào ban đêm,,
183331180,3,25,2,1987,3,2,3,kế toán,"không có nhân viên trông xe, chỗ để xe không có",,
183331270,4,56,2,1994,2,2,3,nội trợ,nhiều mặt hàng hơn,,
183331780,4,56,1,2005,1,1,2,Học sinh,"trưng bày gọn gàng, sạch sẽ, dễ nhìn thấy hơn  giá cả ổn định hơn",,
183332350,4,59,1,1985,3,2,2,thợ điện lạnh,"sản phẩm bày bán dễ nhìn thấy hơn, để theo khu vực của từng dòng sản phẩm , ví dụ như dầu gội thì để riêng 1 khu có nhiều nhãn hiệu để lựa chọn",,
183332351,4,59,1,1996,2,2,3,thợ điêu khắc đá,nhiều khi sữa tươi mua cho con hay bị hết hàng như sữa tươi TH truemilk,,
183332680,3,54,1,2005,1,1,2,học sinh,thêm bàn thu ngân để không chờ thanh toán lâu,,
183332786,4,55,1,1995,2,1,2,cơ khí,cần bán thêm nhiều mặt hàng hơn và bán nhiều thương hiệu hơn nữa .,,
183333009,4,56,1,2005,1,1,2,sinh viên,"cửa hàng tạp hóa hạn chế trong phương thức thanh toán, chủ yếu thanh toán bằng tiền mặt",các ưu đãi khi tích điểm cũng không nhiều nên không ảnh hưởng đến việc mua hàng.,"nhân viên bán hàng thân thiện, không gian tại Winmart thoáng mát, rộng rãi, bố trí hàng hóa dễ nhìn, bắt mắt."
183333010,4,56,1,1994,2,1,2,nhân viên kinh doanh,nhiều mặt hàng như kem cạo râu thường ở tạp hóa không có bán,,
183333011,4,56,2,2004,1,1,2,sinh viên,các sản phẩm tươi sống nhanh hết hàng.,nhu cầu mua hàng cố định cho các mặt hàng nhu cầu thiết yếu nên cũng không có nhu cầu chi tiêu nhiều hơn,"nhân viên bán hàng thân thiện, không gian trưng bày rộng rãi"
183333012,4,56,2,1983,4,2,3,nội trợ,"các mặt hàng tươi sống hoặc rau xanh thường không đa dạng, hay hết hàng",,
183333013,4,56,1,2000,2,1,2,nhân viên tại sân bay,"mua tạp hóa thường bị giới hạn hình thức thanh toán, hầu hết chỉ dùng tiền mặt",,
183333203,2,66,1,1997,2,1,3,công nhân,khong co,,
183334249,1,12,2,1993,3,2,2,nhân viên văn phòng xây dựng,không có,,
183334422,2,66,2,1988,3,2,2,NVVP,không có,,
183334517,3,53,1,1972,5,2,2,Công Nhân Xây dựng,cửa hàng có không gian rộng rãi hơn nên trưng bày sản phẩm dễ nhìn hơn,,
183334887,2,66,2,1982,4,2,1,Buôn Bán Quần Áo,Không có,,
183335070,4,56,2,1992,3,2,3,nội trợ,"phục vụ nhanh hơn,thanh toán nhanh hơn",,
183335071,4,56,2,1983,4,2,3,nội trợ,không có,,
183335072,4,56,2,2002,2,1,2,sinh viên,"thanh toán nhanh hơn,có nhiều hình thức thanh toán",,
183335073,4,56,1,2003,2,1,3,sinh viên,không có,,
183335183,3,41,1,1977,4,2,3,tự kinh doanh,Không có,,
183335184,3,41,2,2008,1,1,2,học sinh,Không có,,
183335185,3,41,1,2004,1,1,3,sinh viên,Không có,,
183335190,3,54,2,1994,2,2,4,tự kinh doanh,không có,,
183335317,4,61,2,2004,1,1,3,sinh viên,không có,,
183335318,4,61,1,1972,5,2,2,công nhân,không có,,
183335683,3,54,2,2004,1,1,3,sinh viên,"có thêm nhiều chương trình giảm giá, mua 1 tặng 1 đồ uống cho khách hàng thân thiết",,
183335777,4,56,2,1994,2,2,3,nội trợ,"đa dạng hình thức thanh toán hơn như có quẹt thẻ, chuyển khoản, Vnpay...",,
183336089,2,66,1,1994,2,2,2,NVVP,không có,,
183336276,4,56,1,2004,1,1,1,Sinh viên,"có thêm nhiều mặt hàng hơn, nhiều chủng loại hơn",,
183336290,3,54,2,1983,4,2,3,tự kinh doanh,không có,mua nhiều hàng sẽ được hưởng chiết khấu cao và giảm giá nhiều nên tôi chọn,chương trình ưu đãi của siêu thị giành cho khách hàng
183336428,4,59,2,2004,1,1,3,sinh viên,"vì là siêu thị mini và cửa hàng tạp hóa nên thường có không gian nhỏ, nên tôi mong muốn cải thiện là có không gian rộng rãi hơn , thoáng hơn",,
183336429,4,59,2,1994,2,2,3,nhân viên văn phòng,"cửa hàng tạp hoá nên có thêm dịch vụ dễ dàng lựa chọn thanh toán hơn, như chuyển khoản hay quẹt thẻ",,
183336430,4,59,2,1976,4,2,3,thợ may,"nhân viên bán hàng vui vẻ, niềm nở hơn",,
183336586,2,66,1,2006,1,1,1,Học Sinh,không có,,
183336630,3,54,1,1990,3,2,3,nhân viên bảo hiểm,lối đi giữa các quầy rộng hơn,,
183336707,4,60,2,1986,3,2,3,kế toán,không có gì cần cải thiện,vì để tích điểm có nhiều khuyến mãi hơn,tôi chỉ tham gia chương trình khách hàng thân thiết của winmat
183336708,4,60,1,1994,2,1,3,công nhân,cần có nhiều mặt hàng phong phú hơn,"tôi chỉ mua hàng khi có nhu cầu, và mua những gì cần thiết nên không có thay đổi nhiều",vì tôi chỉ có thẻ tv của winmat
183336709,4,60,1,2004,1,1,2,sinh viên,không có gì cần cải thiện,,
183337053,3,40,1,1995,2,2,2,lái xe,không có,,
183337074,3,45,2,1978,4,2,3,nội trợ,"cửa hàng nhỏ, không có chỗ để xe",,
183337215,2,66,1,1996,2,1,2,Công Nhân,không có,,
183337294,1,15,2,1975,4,2,1,tự kinh doanh,không,,
183337307,3,45,2,1986,3,2,2,nhân viên văn phòng,Không có,,
183337732,3,45,2,1984,3,2,4,Kinh doanh vàng bạc,không có chỗ để xe,,
183337865,2,66,1,1996,2,1,3,cong nhan,khong co,,
183338116,1,15,1,1996,2,1,3,lập trình viên,điều chỉnh về giá cả rẻ hơn  thời gian chờ thanh toán nhanh hơn  thức ăn nhanh cho ngon hơn,,
183338367,2,66,1,1999,2,1,2,Nhân Viên Bán Hàng,không có,,
183338488,3,54,1,1983,4,2,2,tự kinh doanh,"không gian trong siêu thị rộng hơn, bầy bán các mặt hàng dễ tìm cho khách hàng",,
183338489,3,54,1,1984,3,2,3,nhân viên vp,không có,,
183338502,3,40,1,1982,4,2,3,kiến trúc sư,mở rông nhiều kệ hàng sản phẩm hơn,,
183338683,1,12,1,1988,3,2,2,Thợ may,Giá rẻ hơn lại hơn một chút so với mặt bằng chung,,
183338684,1,12,1,2001,2,1,1,Sinh Viên,Thanh toán nhanh : cần thêm nhân viên phục vụ,,
183338685,1,12,2,1979,4,2,1,Nội Trợ,Không có,,
183339354,3,40,2,1976,4,2,2,thợ may,thêm kệ hàng và nhiều sản phẩm hơn,,
183339427,3,54,2,1994,2,2,3,nhân viên văn phòng,không có,không có sự thay đổi vì mức độ chiết khấu khi mua hàng không cao nên không khuến khích tôi mua hàng nhiều hơn,mức ưu đãi cho khách hàng thân thiết được mua thực phẩm tươi với giá ưu đãi
183339447,3,40,2,1984,3,2,2,thợ nail,không có,được tích điểm trong thẻ,mua sản phẩm của winmart được giảm tiền
183339945,3,45,1,2007,1,1,2,học sinh,nên có thêm bàn ghế ngồi,,
183340181,3,40,2,2005,1,1,2,học sinh,không có,,
183340188,3,40,1,1970,5,2,3,lái xe,thêm ổ cắm điện,,
183340226,2,66,1,2007,1,1,1,Học Sinh,không có,,
183340257,2,66,1,1998,2,1,1,thợ điện lạnh,ko co,,
183340258,2,66,2,2006,1,1,1,học sinh,ko co,vì có nhiều chương trình khuyến mãi hơn,"không gian rộng rãi , cửa hàng sạch sẽ , có chỗ ngồi mát mẻ"
183340259,2,66,1,1996,2,1,1,thợ sua xe,ko co,,
183340260,2,66,1,1995,2,2,1,thợ sửa xe,ko co,,
183340261,2,66,1,1988,3,2,2,buôn bán trái cây,ko co,,
183340315,3,45,1,2003,2,1,2,Sinh viên,không có,,
183340366,3,54,1,1973,5,2,4,tự kinh doanh,có nhiều mặt hàng tiêu dùng hàng ngày tươi hơn,,
183340766,3,41,2,1995,2,2,3,Nhân viên Văn phòng,Không có,"tôi vẫn chọn mua các mặt hàng cần thiết, nhiều mặt hàng khuyến mãi giảm giá không có như cầu nên không mua","ứng dụng dễ sử dụng, cũng cấp đầy đủ các chương trinh khuyến mại trong ứng dụng"
183340767,3,41,2,1994,2,2,3,Nhân viên bán hàng,Không có,,
183340909,3,45,1,2002,2,1,3,sinh viên,không có,,
183340988,2,66,1,2003,2,1,2,Công Nhân,không có,,
183341016,2,66,1,2004,1,1,1,sinh vien,không có,,
183341017,2,66,2,2005,1,1,1,hoc sinh,không có,chỉ tích điểm không có giảm giá nhiều cho khách hàng thân thiết,"nhân vien lịch sự, vui vẻ, máy lạnh thoáng mat, sạch sẽ"
183341018,2,66,1,1995,2,1,2,nvvp,"có nhiều chương trình khuyến mãi, giảm giá",,
183341019,2,66,1,1996,2,1,1,công nhân,không có,,
183341383,4,56,1,2005,1,1,1,học sinh,không có,,
183341384,4,56,2,1995,2,2,1,công nhân,không có,,
183341385,4,56,2,1994,2,2,1,nhân viên buồng phòng,không có,,
183341569,2,66,1,2006,1,1,1,hoc sinh,không có,,
183341973,3,54,2,2007,1,1,2,học sinh,không có,,
183342722,3,53,1,1995,2,2,3,kinh doanh sim thẻ điện thoại,có nhiều chương trình mua 2 tặng 1 sản phẩm cùng loại,,
183344017,1,6,2,1986,3,2,1,nội trợ,khong cần,,
183344018,1,6,2,1977,4,2,1,nội trợ,không co,,
183344019,1,6,2,2007,1,1,1,học sinh,khong cần,,
183344020,1,6,2,1980,4,2,1,công nhân,khong có,,
183344021,1,6,2,1995,2,1,1,tự do,khong có,,
183344022,1,6,2,1993,3,1,1,nhân viên,khong cần,,
183344023,1,6,1,1980,4,2,1,thợ hớt tóc,khong có,,
183344024,1,6,1,2002,2,1,1,học sinh,khong có,,
183344025,1,6,1,1992,3,1,1,làm công,khong có,,
183344331,4,56,1,1977,4,2,2,buôn bán đồ điện,"đa dạng mặt hàng   sắp xếp không gian thoáng hơn, dễ thấy",,
183345803,3,54,2,2003,2,1,2,sinh viên,không có,,
183347341,4,60,2,1997,2,2,2,công nhân,"bình ổn giá, thanh toán nhanh hơn",,
183347342,4,60,1,1990,3,1,1,công nhân,không có,,
183347343,4,60,2,1983,4,2,2,nhân viên văn phòng,không có,,
183347752,1,12,1,2000,2,1,1,nhân viên văn phòng,không có,,
183347753,1,12,1,2007,1,1,1,học sinh,"nhà vệ sinh nên sạch sẽ hơn, không có mùi hôi",,
183347754,1,12,2,1981,4,2,1,nội trợ,"giá cả nên bằng các siêu thị lớn, giá hơi cao",,
183347755,1,12,2,1982,4,2,1,nội trợ,"đa dạng thêm rau củ,trái cây",,
183347756,1,12,1,1990,3,1,1,công nhân may,không có,,
183349156,3,41,1,1997,2,1,3,Nhân viên kinh doanh,Không có,,
183350976,1,1,2,1995,2,2,1,nhân viên,không có,,
183350977,1,1,2,2002,2,1,1,nhân viên,không có,không thấy có ưu đãi gì nhiều khi tham gia,mình chỉ đi có 1 cửa hàng nên không so sánh được
183350978,1,1,2,2003,2,1,1,sinh viên,không có,chỉ được tích điểm không thấy ưu đãi gì nhiều khi tham gia,toi chỉ đăng kí thành viên của family thôi nên không biết cửa hàng khác như thế nào
183350979,1,1,2,1993,3,2,1,công nhân,không có,,
183350980,1,1,1,2006,1,1,1,học sinh,không có,,
183350981,1,1,1,2005,1,1,1,học sinh,không có,,
183354641,1,13,2,2004,1,1,3,sinh viên,ko,,
183354642,1,13,2,1986,3,2,2,nội trợ,ko,,
183354643,1,13,2,1996,2,2,3,nhân viên văn phòng,ko,,
183354644,1,4,2,1985,3,2,3,nội trợ,ko,,
183354645,1,4,2,1994,2,2,2,nội trợ,ko,,
183354646,1,13,1,2008,1,1,2,học sinh,ko,,
183370592,4,61,2,2000,2,1,3,sinh viên,nên có nhiều mặt hàng phong phú hơn để dễ  dàng mua sắm,,
183370593,4,61,1,2002,2,1,1,sinh viên,thời gian thanh toán nhanh hơn,"giá bán ở winmart khá cao so với tạp hóa, chương  trình khuyến mãi không nhiều",có tích điểm sau khi mua hàng nhưng giá trị  không cao
183370594,4,61,2,1968,5,2,1,công nhân,không cần cải thiện,,
183370595,4,61,1,1995,2,1,1,ĐẦU BẾP,thêm nhiều mặt hàng đa dạng hơn,,
183370596,4,61,2,1977,4,2,1,Bán hàng quần áo,"thời gian thanh toán cần nhanh hơn, nhiều mặt hàng bán hơn",vì có nhiều mặt hàng phong phú và giá cả hợp lý,được tích điểm sau khi mua hàng
183370597,4,61,1,2004,1,1,1,sinh viên,có thể cho nhiều mặt hàng để đa dạng hơn để tôi dễ mua,,
183370598,4,61,1,1990,3,2,1,thợ xây dựng,"thời gian thanh toán nhanh hơn không phải đợi lâu, mặt hàng cần phong phú và đa dạng hơn nữa",,
183376860,2,66,2,1998,2,1,3,nhan vien van phong,khong co,,
183376861,2,66,1,2004,1,1,3,sinh vien,khong co,,
183377169,4,56,1,2006,1,1,2,học sinh,"thanh toán nhanh hơn,thanh toán qua nhiều kênh khác nhau",,
183377170,4,56,1,2006,1,1,2,học sinh,thanh toán nhanh hơn,,
183377171,4,56,2,1980,4,2,2,nội trợ,không có,,
183378636,1,15,2,2005,1,1,1,học sinh,giá thấp hơn  1 chút,,
183379228,1,12,2,1983,4,2,2,kế toán,"đa dạng thêm thịt cá và rau củ, mặt hàng này hơi ít",,
183381292,1,15,2,2006,1,1,1,giặt ủi,không,,
183383809,4,60,1,1983,4,2,2,bộ đội,"có bán thêm nhiều mặt hàng hơn , có nhiều thương hiệu khác nhau để lựa chọn",,
183383810,4,60,2,1994,2,2,3,kế toán,không có,vì giá cả hơi cao,Hay có chương trình tích điểm và đủ điểm thì giảm giá khi mua hàng
183383811,4,60,1,1996,2,2,2,thợ tóc,không có,,
183384171,1,6,1,2000,2,1,1,học sinh,chờ đợi hơi lâu,,
183384527,1,7,2,1964,5,2,1,nội trợ,"có nhiều nhân viên hỗ trợ khách hàng tại các quầy hàng, thanh toán nhanh hơn",,
183384536,4,60,1,2008,1,1,2,học sinh,không có,,
183385071,1,7,2,1970,5,2,1,nội trợ,không cần,,
183386159,1,12,2,1990,3,2,1,Nhân viên văn phòng,"Thêm nhiều sản phẫm đa dạng , thêm nhiều hình thức thanh toán :  như thanh toán qua momo",,
183386160,1,23,2,2008,1,1,1,Học Sinh,Giá vừa túi tiền phù hợp với học sinh tụi con   Tăng tốc thời gian thanh toán,,
183386161,1,12,2,2007,1,1,1,Học Sinh,Không có,,
183386162,1,23,2,1983,4,2,1,Nhân viên văn phòng,Thêm nhiều mặt hàng dễ mua,,
183386163,1,23,1,1983,4,2,3,Tài Xế,Không có,,
183386164,1,12,2,1995,2,2,1,Công Nhân,Không có,,
183390312,1,13,1,1987,3,2,2,may gia công,không có,vì do có chương trình trinh khuyến mãi khi tôi mua thịt thì được giảm giá 20%,"do có chương trình khuyến mãi hấp dẫn, nhiều"
183391184,1,13,1,1998,2,2,2,bán quần áo,không có,,
183406653,1,13,2,1982,4,2,3,buôn bán,không có,,
183410295,4,60,2,2003,2,1,2,sinh viên,không có,,
183410296,4,60,1,2003,2,1,2,sinh viên,không có,,
183411685,4,60,2,1986,3,2,2,tự kinh doanh,ko có,,
183411686,4,60,2,1967,5,2,2,thợ may,ko có,,
183411687,4,60,1,2002,2,1,2,sinh viên,ko có,,
183411688,4,60,1,2002,2,1,1,nhân viên kỹ thuật,có thể mở thêm quầy thanh toán,,
183411689,4,60,1,2005,1,1,1,lao động tự do,ko có,,
183411690,4,60,2,1983,4,2,1,thủ kho công ty phụ tùng xe máy,sản phẩm cần mua trưng bày trên  cao/hoặc khuất bị che bởi các sản phẩm khác  quầy tính tiền ko có vách ngăn giữa các  sản phẩm của khách hàng  nhiều sản phẩm ko có trong siêu thị mini  hàng hết chưa kịp trưng bày  giá hơi cao,,
183411884,1,13,1,2008,1,1,3,học sinh,không có,,
183412321,1,13,1,2004,1,1,2,sinh viên,không có,,
183412788,1,13,1,1997,2,1,3,nhân viên kỹ thuật cty may,không có,,
183413013,1,13,1,1998,2,1,2,công nhân,không có,,
183413379,1,15,1,2004,1,1,3,sinh viên,không có,,
183413401,1,13,2,1973,5,2,1,may tại nhà,cần cung. ấp đa dạng mặt hàng hơn để. ó thểthu hút ngươid mua,,
183414772,1,13,2,1979,4,2,1,công nhân,không có,,
183418917,1,13,1,1994,2,2,3,nhân viên văn phòng,ko,,
183418918,1,13,1,1990,3,2,3,công nhân,ko,,
183418919,1,13,1,1970,5,2,3,thất nghiệp,ko,,
183419699,1,15,2,1975,4,2,2,tự kinh doanh,không,,
183422822,1,7,1,1985,3,2,3,kĩ sư,có thêm nhân viên hỗ trợ vào giờ cao điểm,,
183423743,1,7,1,1981,4,2,2,công nhân,không cần,,
183424447,1,13,1,1998,2,1,2,nhân viên văn phòng,cần dọn dẹp chỗ ngoiif ăn gọn gàng hơn,,
183424516,1,13,1,1969,5,2,1,chạy xe ôm,không có,,
183424745,1,15,2,2003,2,1,1,sinh viên,không có,chi tiêu nhiều hơn để nhận được chương trình khuyến mãi,quà tặng khi tích đủ điểm thưởng
183424746,1,15,2,1975,4,2,1,nội trợ,đa dạng mặt hàng về gia vị nêm nếm,,
183424747,1,15,1,1991,3,2,2,nhân viên văn phòng,không có,,
183424749,1,15,1,1992,3,1,1,nhân viên văn phòng,không có,,
183425217,1,15,2,1979,4,2,2,giáo viên mầm non,nên có thêm nhân viên thu ngân,,
183425825,1,15,2,1979,4,2,2,nội trợ,không có,,
183426675,1,15,2,2006,1,1,1,học sinh,khu vực ngồi ăn được vệ sinh sạch sẽ và gọn gàng hơn,,
183427182,1,15,1,2004,1,1,1,sinh viên,không,,
183427563,1,15,2,2008,1,1,2,học sinh,không có,,
183428181,1,15,2,1983,4,2,2,tự kinh doanh,không,,
183428220,1,7,2,2004,1,1,1,sinh viên,không cần,,
183428736,1,15,2,1984,3,2,2,công nhân may,không có,vì có nhiều khuyến mãi hấp dẫn,cửa hàng gần nhà   có nhieu chương trình khuyến mãi
183429394,1,15,2,1983,4,2,1,nội trợ,không cần,,
183429395,1,15,2,1997,2,1,1,buôn bán tự do,không cần,,
183429396,1,15,1,2000,2,1,2,kĩ thuật viên máy lạnh,không cần,,
183429979,1,12,1,1981,4,2,1,Thợ làm tóc,Không có,,
183429980,1,15,2,1996,2,2,1,Nhân Viên Văn Phòng,"Nhân viên thân thiện, nhiệt tình hơn",,
183429981,1,15,2,1982,4,2,1,Nhân Viên Văn Phòng,Không có,_ Khi tới mua thường  xuyên tôi được tích điễm giãm tiền xuống,"_ Nhiều mặt hàng đa dạng dễ lựa chọn , có chương trình khuyễn mãi  nhiều"
183429982,1,15,1,2001,2,1,1,Nhân viên,Không có,,
183429983,1,15,2,2004,1,1,1,Sinh viên,Không có,,
183429984,1,12,1,1983,4,2,2,Nhân viên văn phòng,Không có,,
183430241,1,15,1,2004,1,1,1,sinh viên,không,vì được khuyếm mãi giảm giá nên tới mua nhiều món nhưng số tiền vẫn như cũ,nhiều chương trình khuyến mãi
183430793,1,15,1,2006,1,1,1,học sinh,không có,,
183431066,1,15,1,1985,3,2,3,công nhân,không có,"có nhiều chương trình giảm giá ,khuyến mãi hấp dẫn hơn","có nhiều chương trình giảm giá ,khuyến mãi hấp dẫn hơn"
183431118,1,15,1,2005,1,1,1,học sinh,tăng cường nhân viên,,
183431824,1,13,1,1995,2,1,3,nhân viên văn phòng,ko,,
183431825,1,13,1,1974,4,2,3,công nhân,ko,,
183431826,1,13,2,1982,4,2,3,nội trợ,ko,,
183432425,1,15,2,1999,2,1,2,nhân viên văn phòng,không cần,,
183432919,1,15,2,2003,2,1,1,sinh viên,không có,,
183434039,1,4,2,1974,4,2,1,nội trợ,phải hạ giá các mặt hàng vệ sinh nhà cửa,,
183434040,1,4,2,1984,3,2,3,nội trợ,ko,,
183443875,1,15,2,1995,2,1,1,công nhân may,hạ giá thấp hơn môt chut,,
183450418,1,23,2,1994,2,2,1,nội trợ,không có,,
183450437,1,23,2,1986,3,2,2,buôn bán quần áo,không có,,
183452037,1,23,1,1981,4,2,1,công nhân,không có,,
183452056,1,23,1,1980,4,2,2,công nhân,không có,,
183452756,1,13,2,1994,2,2,4,nhân viên văn phòng,ko,,
183458372,1,12,2,1990,3,2,1,Kinh doanh tóc,Không có,,
183458373,1,23,2,1996,2,2,1,Nhân Viên Văn Phòng,Thêm hình thức thanh toán cho tiện lơi nhanh hơn,,
183458572,1,12,1,1996,2,1,1,nhân viên kho,không có,,
183458756,1,15,1,1984,3,2,2,sửa xe,không có,,
183459007,1,15,1,1994,2,2,1,công nhân,không có,,
183459173,1,3,1,1985,3,2,3,bán hàng,ko,,
183459502,1,15,1,1995,2,1,2,nghề tự do,không có,,
183460184,1,15,2,2008,1,1,2,học sinh,không có,,
183460298,1,15,2,1984,3,2,2,làm tóc,không có,,
183460496,1,23,2,1981,4,2,1,nội trợ,không có,,
183460497,1,12,1,1989,3,2,2,thợ sữa máy in,không có,,
183460498,1,12,2,1995,2,2,2,bán trái cây,mặt hàng rau củ chưa đa dạng ít loại,,
183461047,1,15,2,1986,3,2,2,làm tóc,không có,,
183461117,1,7,1,1983,4,2,2,tài xế,không cần,,
183461126,1,7,1,1990,3,1,2,công nhân co khí,không cần,,
183461429,1,13,2,1994,2,2,2,buôn bán,không có,,
183461963,1,7,1,1999,2,1,1,công nhân,không có,,
183461968,1,13,2,2004,1,1,2,sinh viên,không có,,
183462029,1,23,1,1997,2,1,1,nhân viên văn phòng,không có,,
183462073,1,23,1,2008,1,1,1,học sinh,không có,,
183462837,1,3,1,2005,1,1,2,sinh viên,ko,,
183463269,1,13,2,1998,2,1,2,công nhân,ko,,
183463315,1,13,1,2008,1,1,1,học sinh,không có,,
183463510,1,3,1,1996,2,2,3,nhân viên văn phòng,ko,,
183463683,1,3,2,1975,4,2,2,nội trợ,ko,,
183464627,1,13,1,2006,1,1,1,học sinh,không,,
183464660,1,13,1,1994,2,2,2,công nhân,ko,,
183465271,1,3,1,1988,3,2,3,công nhân,ko,,
183466830,1,3,2,2005,1,1,2,học sinh,ko,,
183467129,1,13,1,1981,4,2,2,công nhân,chủ tiệm cần kiểm tra thường xuyên về thời hạng sử dụng của món đồ,,
183467721,1,4,2,1984,3,2,2,nội trợ,ko,,
183468178,1,23,1,2004,1,1,1,shipper,không có,,
183468179,1,23,2,1982,4,2,1,bán trái cây,không có,,
183468180,1,23,1,1998,2,1,1,công nhân,không có,,
183473758,1,23,1,1992,3,2,2,nhân viên văn phòng,không có,,
183473759,1,23,1,1994,2,2,1,công nhân,không có,,
183475431,1,23,1,2008,1,1,1,học sinh,không có,,
183475567,1,23,2,1991,3,2,1,Công Nhân,Không có,,
183475568,1,23,1,2004,1,1,1,Học Sinh,Thêm nhiều mặt hàng hơn như các thêm nhiều các loại mì đễ dễ lựa chọn,,
183475569,1,23,1,1990,3,2,1,Thợ may,Không có,,
183512071,1,4,1,2004,1,1,2,sinh viên,ko,,
183512478,1,3,1,2004,1,1,2,sinh viên,ko,,
183512963,1,13,2,1980,4,2,2,nội trợ,ko,,
183513867,1,4,1,1988,3,2,3,công nhân,không,,
183513965,1,15,1,1995,2,1,2,nhân viên văn phòng,không,,
